title,text,subject,date,label
 Chris Cuomo SLAMS Trump For Promising “A Lot Of Things That Can’t Be Done” In Energy Speech (VIDEO),"Earlier this week, Donald Trump made a speech in Bismarck, North Dakota to talk about his energy policy. While it might have been refreshing for the business mogul to actually talk about a policy instead of attacking his Democratic rivals, saying offensive things about women and minorities or retweeting white supremacists, it s safe to say Trump s supporters should hold off on getting too excited over anything he says   because it s all false promises.During Trump s speech, Trump promised American voters that he would cancel the crucial 2015 Paris agreement that binds all nations to the common goal of tackling climate change, and that he d  rescind  the EPA rules that President Barack Obama set up to decrease emissions from coal-fired power plants. If it sounds improbable, that s because it pretty much is   and no one was faster to point this out that CNN s Chris Cuomo on Friday. In speaking with Trump s campaign senior advisor Sarah Huckabee Sanders, Cuomo criticized the GOP candidate for his sloppy ideas. He said: Donald Trump put out a big speech about his energy policy, about coal, about oil, about regulation. And the criticism of it is that he proposed a lot of things that can t be done. You can t get rid of all of the EPA regulations. You can t just make coal as huge as it once was. There are good and bad reasons for that. Fair criticisms that the proposal can t do what Donald Trump says it will do. Huckabee Sanders argued that the Environmental Protection Agency has to be  reined in and brought back down.  She said: I think there are some big things you can do, and exactly what Donald Trump said is we need to move to an all-of-the-above approach. The Obama administration and his energy policy has been job-killing, [has] raised energy costs across America, has been horrible for our country, so we ve got to go back to where we put all options on the table. Huckabee Sanders continued to diss Obama and added that, We ve got to absolutely reverse what has taken place over the last eight years under the Obama administration by taking away the energy independence that Americans have enjoyed and making us more dependent on foreign energy and go back to where we can energize our own country on our own. Cuomo fired back, stating that the EPA wasn t perfect, just like  every government agency.  He continued: But reducing fossil fuel dependence is a very popular thing in America, and that s a big part of the regulations, and in terms of energy independence, the United States right now puts out 74 percent of its oil needs. I mean, I guess you could go to 100 percent, but the idea that we re somehow, you know, really deficient in terms of how much of our own needs we provide for, it s just not true.  Huckabee Sanders continued to try and counter attack, but Cuomo shut her down every time with realistic scenarios and facts. You can watch Cuomo blast Trump s policies below: Trump s energy policy speech came just a day before Trump told drought-stricken Californians that the extreme water shortage they ve been experiencing doesn t really exist, and offered a conspiracy theory as an alternative explanation. Clearly, Trump isn t someone that we can trust for environmental or energy issues.Featured image is a screenshot",News,"May 28, 2016",0
 Cruz Trying To Hold Fiorina’s Hand Is More Awkward Than A Middle School Dance (VIDEO),"When Ted Cruz announced Carly Fiorina as his running mate last week, it left many, many people scratching their heads. It d be like a football team getting their finger sizes measured for Super Bowl rings after they ve already been eliminated from making the playoffs. It just didn t make any sense whatsoever. It was clearly a move to try to get media attention (which worked) and in hopes of helping him win the Republican nomination (which it won t).Add to this how awkward of a pairing Cruz and Fiorina make. They go together like orange juice and toothpaste, where the only thing left will be the bitter taste left in everyone s mouths after witnessing their desperation.If you don t believe how awkward they are together, then by all means, witness it for yourselves.Here s Cruz trying to grab Fiorina s hand in the typical politician power pose with their running mate. Or in Cruz s case, his  running mate. Carly Fiorina Gives Ted Cruz a Hand (by @VicBergerIV) (Vine by @superdeluxe) https://t.co/au7opXLkro  Vic Berger IV (@VicBergerIV) April 27, 2016Now, add that together with the fact that both are heavily disliked amongst not only liberals, but conservatives as well, including many in Washington, and you have a recipe for utter failure. Unfortunately, Cruz is gonna have to learn this lesson the hard way, because common sense and candor are not his forte.Featured image via video screen capture",News,"May 2, 2016",0
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,"(Reuters) - Highlights for U.S. President Donald Trump’s administration on Friday: Trump promises a big announcement about tax reform next week and orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas to cut their tax bills. Trump tells the Treasury Department to examine two powers given to regulators to police large financial companies following the 2008 financial crisis. South Korea says it is on heightened alert ahead of another important anniversary in North Korea, with a large concentration of military hardware amassed on both sides of the border amid concerns about a new nuclear test by Pyongyang. Trump, striving to make good on a top campaign promise, is pushing fellow Republicans who control Congress to pass revamped healthcare legislation but the same intraparty squabbling that torpedoed it last month could do it again. Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and that it retains chemical weapons, an issue he says will have to be taken up diplomatically. The Department of Justice threatens to cut off funding to California as well as eight cities and counties across the United States, escalating a Trump administration crackdown on so-called “sanctuary cities” that do not cooperate with federal immigration authorities. The United States will not make an exception for American companies, including oil major Exxon Mobil Corp, seeking to drill in areas prohibited by U.S. sanctions on Russia, Treasury Secretary Steven Mnuchin says.  Trump and his fellow Republicans who control Congress face their first major budget test next week, with the threat of a government shutdown potentially hinging on his proposed Mexican border wall as well as Obamacare funding. The House of Representatives Intelligence Committee says it has invited FBI, National Security Agency and Obama administration officials to testify as it restarts its investigation into alleged Russian meddling in the 2016 U.S. election. U.N. Secretary-General Antonio Guterres meets with Trump at the White House for the first time since both took office earlier this year and amid a U.S. push to cut funding to the world body and its agencies. The United States has offered to help fund Mexico’s efforts to eradicate opium poppies, a U.S. official says, as Mexican heroin output increased again last year. ",politicsNews,"April 21, 2017 ",1
" WATCH: Morning Joe Host Tells Kellyanne Conway To Go F*ck Herself, BANS Her From Show","Kellyanne Conway is definitely going to whine about this.CNN may have reversed their ban on Kellyanne Conway, but if Mika Brzezinski has her way, she won t ever be able to spread her lies on Morning Joe again.In the latest backlash against Donald Trump, the Morning Joe host declared that Kellyanne Conway will not be booked on the MSNBC program ever again because or her constant lies in defense of her tyrannical boss. I know for a fact she tries to book herself on this show,  Brzezinski said on the air.  I won t do it. I don t believe in fake news or information that is not true. That is   every time I ve ever seen her on television something is askew, off, or incorrect. Indeed, Kellyanne Conway lies so much on every media outlet she appears on it s a wonder her nose hasn t grown like Pinocchio s.Ever since she joined Trump s campaign she has been whining about how the media covers Trump and has insisted that her lies are the truth. Fact-checkers have had to work overtime to make sure the American people know that she is lying.Joe Scarborough opined that Conway lies because she isn t as close with Trump as shes says she is. She s just saying things just to get in front of the TV to prove her relevance because behind the scenes she s not in these meetings and any reporter can ask anybody in that White House and they will say the same thing. She s not in these meetings. So why does the president allow her to keep going out and spreading false information? Apparently, Trump is hoping that if Kellyanne Conway keeping repeating the lies that Americans will accept them as the truth.But Mika Brzezinski refuses to take part in that effort, so she made it very clear that Conway will not be invited on to Morning Joe as long as she is hosting. Kellyanne Conway does not need to text our show, as long as I m on it,  Brzezinski said.  It s not happening here. Here s the video via YouTube.Conway has been an embarrassment since day one. Her most recent embarrassments include peddling Ivanka Trump s product line in violation of federal ethics rules and making up a terrorist attack in Bowling Green, Kentucky in defense of Trump s travel ban. Beyond that, she fumbles so much that we ve lost count.The media should ban Conway from appearing on all shows across the board. All she does is spread propaganda and false information, and if Scarborough is right that she really doesn t know what s going on inside the White House then she shouldn t be considered a source worthy of interviewing.Featured image via screenshot",News,"February 15, 2017",0
Trump slams federal court ruling on funding for 'sanctuary cities',"WASHINGTON (Reuters) - President Donald Trump on Wednesday attacked a federal judge’s ruling that blocked his executive order seeking to withhold funds from “sanctuary cities” for illegal immigrants, vowing to appeal it to the U.S. Supreme Court. Tuesday’s ruling by U.S. District Judge William Orrick in San Francisco was the latest blow to Trump’s efforts to toughen immigration enforcement. Federal courts have also blocked his two travel bans on citizens of mostly Muslim nations.  “First the Ninth Circuit rules against the ban & now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!” Trump said in a tweet on Wednesday, referring to the San Francisco-based federal appeals court and its judicial district. The Trump administration has targeted sanctuary cities, which generally offer safe harbor to illegal immigrants and often do not use municipal funds or resources to advance the enforcement of federal immigration laws.  Later on Wednesday, Trump, asked in an interview with the  Washington Examiner if he had considered proposals to break up the 9th Circuit Court, said: “Absolutely, I have.” “There are many people that want to break up the 9th Circuit. It’s outrageous,” he told the newspaper. The latest ruling did not come from the 9th U.S. Circuit Court of Appeals to which Trump was referring. It came from the federal district court in San Francisco.   Critics have said local authorities endanger public safety when they decline to hand over for deportation illegal immigrants arrested for crimes, while supporters argue that enlisting police cooperation to round up immigrants for removal undermines trust in local police, particularly among Latinos. Dozens of local governments and cities, including New York, Los Angeles and Chicago, have joined the “sanctuary” movement. In his ruling, Orrick said Trump’s Jan. 25 order targeted broad categories of federal funding for the sanctuary cities and that plaintiffs challenging it were likely to succeed in proving it unconstitutional. U.S. Attorney General Jeff Sessions blasted Orrick’s ruling, saying Trump’s executive order was “squarely within the powers of the President.” “The Department of Justice cannot accept such a result, and as the President has made clear, we will continue to litigate this case to vindicate the rule of law,” Sessions said in a statement. An appeal is likely to be heard by the 9th Circuit before it goes to the Supreme Court. Republicans view the appeals court as biased toward liberals, and Trump was quick to attack its reputation in his tweets. It “has a terrible record of being overturned (close to 80%). They used to call this “judge shopping!” Messy system,” Trump said.  The appeals court raised Trump’s ire earlier this year when it upheld a Seattle judge’s decision to block the Republican president’s first travel ban on citizens of seven predominantly Muslim nations. In May, the 9th Circuit will hear an appeal of a Hawaii judge’s order blocking Trump’s revised travel ban, which placed restrictions on citizens from six mostly Muslim countries. A Maryland judge also blocked portions of the second ban. Trump has issued sweeping condemnations of courts and judges when they have ruled against him or his administration. In February, he called the federal judge in Seattle who ruled against his first travel ban a “so-called judge.” During the 2016 presidential campaign, Trump accused an Indiana-born judge overseeing lawsuits against the defunct Trump University of bias based on his Mexican ancestry.     ",politicsNews,"April 26, 2017 ",1
" GOP Gives Trump The Middle Finger, Prepares To Launch Probe Into Russia","Donald Trump may have decided that Russia is going to be America s new BFF, but the rest of the GOP isn t so sure. Going against the incoming administration, several Republicans are preparing to launch a wide-ranging investigation into Russia, particularly their involvement with hacking and alleged interference in the presidential election.The Washington Post reported:Senate Armed Services Committee Chairman John McCain (Ariz.) is readying a probe of possible Russian cyber-incursions into U.S. weapons systems, and he said he has been discussing the issue with Senate Select Intelligence Committee Chairman Richard Burr (N.C.), with whom he will be  working closely  to investigate Russia s suspected interference in the U.S. elections and cyberthreats to the military and other institutions. Senate Majority Leader Mitch McConnell (R-Ky.) has been apprised of the discussions. Burr did not respond to requests for comment.Senate Foreign Relations Committee Chairman Bob Corker (R-Tenn.) also said he intends to hold hearings next year into alleged Russian hacking. Corker is on Trump s shortlist for secretary of state, according to the Trump transition team.Two of the most vocal voices on team Probe Putin are McCain and Sen. Lindsey Graham.Graham said that Russia will  keep doing more here until they pay a price.  Next year, he plans to head up legislation and hold investigative hearings on  Russia s misadventures throughout the world,  which will absolutely include Russian interference in the U.S. election. I m going after Russia in every way you can go after Russia. I think they re one of the most destabilizing influences on the world stage. I think they did interfere with our elections, and I want Putin personally to pay the price,  Graham told CNN on Wednesday.McCain said his Armed Services Committee is going to be investigating Russia s cyber capabilities and the extent that they could be used against the U.S. military and our weapons systems,  because the real threat is cyber.  McCain added that this investigation will probably veer off to include looking at the possibility Russia was behind the DNC hacking. Also on the list to be probed is the hacking of state-based election systems, including that of Arizona, McCain s home state. See, the problem with hacking is that if they re able to disrupt elections, then it s a national security issue, obviously,  McCain said on Thursday.He noted that the Armed Services Committee was  still formulating  just exactly how they would go about dealing with the issue, but said   there s very little doubt  that Russia was meddling in the U.S. election process, which he insists is very worthy of examination. Trump has dismissed the possibility that Russia was responsible for the DNC hacking, despite the fact that he himself called on the country to find  Hillary Clinton s missing emails. I don t believe they interfered,  Trump said.  It could be Russia. And it could be China. And it could be some guy in his home in New Jersey. I believe that it could have been Russia and it could have been any one of many other people. Sources or even individuals. Featured image via Joe Raedle/Getty Images and Thierry Chesnot/Getty Images. Images merged by Rika Christensen",News,"December 9, 2016",0
Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll,"NEW YORK (Reuters) - Democratic presidential candidate Hillary Clinton widened her lead over likely Republican nominee Donald Trump to 13 percentage points in a Reuters/Ipsos opinion poll released on Tuesday. The July 1-5 poll included responses gathered mostly over the holiday weekend, before the Federal Bureau of Investigation recommended on Tuesday that no criminal charges be filed against Clinton over her use of private email servers and what it called her “extremely careless” handling of classified information while she was U.S. secretary of state. The presumptive Democratic nominee led Trump, a New York businessman, by 9 percentage points in a previous Reuters/Ipsos poll that ran from June 27 to July 1. Tuesday’s poll showed that 46 percent of likely voters supported Clinton, while 33 percent backed Trump. Twenty-two percent said they would not support either candidate for the  Nov. 8 election.  Throughout the campaign, Clinton has been dogged by her use of a personal email server during her years as the nation’s top diplomat. Over the past several months, she has handed over thousands of pages of emails to investigators and responded to a number of government inquiries.  Clinton has repeatedly said she never sent or received classified documents on her private servers, yet the public appears distrustful of her, according to Reuters/Ipsos polling. In early May, 63 percent of Americans, including 36 percent of Democrats, said they did not believe Clinton was “honest and truthful.” But Clinton has led Trump most of the year among likely voters. Since mid-May, she has maintained a relatively consistent level of support among likely voters, while Trump’s popularity has eroded as his campaign wrestled with a variety of issues.  Republican leaders distanced themselves from Trump after he suggested a federal judge was biased because of his Hispanic heritage and after he doubled down on a pledge to block Muslims from entering the country. On Tuesday, U.S. House of Representatives Speaker Paul Ryan criticized a tweet posted by Trump over the weekend that many deemed to be anti-Semitic. Trump’s level of support among likely voters was about 10 points below what 2012 Republican nominee Mitt Romney received in early July 2012. Among Clinton’s supporters, nearly half said they were backing her because “I don’t want Donald Trump to win.” A further 39 percent said they “agree with her positions,” and about 13 percent said they “like her personally.”  The online national poll of 1,441 American adults had a credibility interval, a measure of accuracy, of 3 percentage points. ",politicsNews,"July 5, 2016 ",1
Ryan opposes Trump working with Democrats on healthcare,"WASHINGTON (Reuters) - U.S. House of Representatives Speaker Paul Ryan, the top Republican in Congress, said he does not want President Donald Trump to work with Democrats on new legislation for revamping the country’s health insurance system, commonly called Obamacare. In an interview with “CBS This Morning” that will air on Thursday, Ryan said he fears the Republican Party, which failed last week to come together and agree on a healthcare overhaul, is pushing the president to the other side of the aisle so he can make good on campaign promises to redo Obamacare. “I don’t want that to happen,” Ryan said, referring to Trump’s offer to work with Democrats. Carrying out those reforms with Democrats is “hardly a conservative thing,” Ryan said, according to interview excerpts released on Wednesday. “I don’t want government running health care. The government shouldn’t tell you what you must do with your life, with your healthcare,” he said. On Tuesday, Trump told senators attending a White House reception that he expected lawmakers to reach a deal “very quickly” on healthcare, but he did not offer specifics. “I think it’s going to happen because we’ve all been promising - Democrat, Republican - we’ve all been promising that to the American people,” he said. Trump said after the failure of the Republican plan last week that Democrats, none of whom supported the bill, would be willing to negotiate new healthcare legislation because Obamacare is destined to “explode.” ",politicsNews,"March 30, 2017 ",1
 Ben & Jerry’s Ice Cream Founders Get Arrested At U.S. Capitol,"The co-founders of Ben & Jerry s Ice Cream, Ben Cohen, and Jerry Greenfield, were two of the 1200+ arrested in the past week at the U.S. Capitol to protest the influence big money has in politics as part of the Democracy Spring movement. According to the U.S. Capitol Police, those arrested were charged with crowding, obstructing or incommoding, which is unlawful demonstration activity. Both Cohen and Greenfield were processed and released on scene.Ben Cohen also runs a non-profit, Stamp Stampede, which literally stamps money out of politics. The stamps stamp money with slogans such as  Not to be used for bribing politicians. No matter what issue you are most passionate about environment, healthcare, soaring prescription drug costs the root cause is always linked to corporations giving so-called donations in large sums to politicians, in a process Senator John McCain has called  legalized bribery,  Ben Cohen told me in an interview for the New York Observer in December 2015. A few hundred really wealthy people put in the majority of early contributions to our country s presidential candidates,  he said.  In the context of congress, our representatives get gobs of money from corporations through lobbyists for either passing or not passing legislation, essentially transforming our democracy into an oligarchy. We can t tackle the rest of the problems until we tackle this basic one. It s difficult to address because it requires an amendment to overturn a Supreme Court decision, but that s what Americans have done throughout history we have worked to overturn egregious decisions, which is why we have the constitutional amendment process. The non-profit s website, StampStampede.org, has photos of stamped money posing with Senator Elizabeth Warren and other advocates for getting money out of politics. As long as corporate and wealthy influences can undermine democracy through campaign contributions, the gridlock in congress will persist and most likely worsen. Big money doesn t want meaningful progressive reforms, they want to influence legislation to insulate themselves from the rigors of a competitive market while exploiting tax loopholes and government subsidies to maximize their profits at the expense of the working and middle classes in America.Featured Image Courtesy of Flickr",News,"April 19, 2016",0
" BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot","As the divisions in the nation bubble over, it seems that one person has snapped, and done the unthinkable: opened fire on a baseball practice full of Congressional Republicans in Alexandria, Virginia. Reports are steadily coming in, and it has been confirmed that House Majority Whip Steve Scalise has been shot. He is currently en route to a nearby hospital and is said to be in stable condition. There are also reports that Capitol Hill police officers and possibly Congressional aides have been injured as well. There is currently no reporting available on their condition. Reports suggest that the shooter was either taken down by Capitol Hill police or taken into custody.The really sad thing about this incident is that this practice was in preparation for a bipartisan baseball game that is supposed to promote unity between the two parties. Further, things would have been much worse if Rep. Scalise had not been there because Capitol Police would not have been present without a member of leadership in attendance.This is seriously the work of someone truly sick. No one should be killing anyone, for any reason, but certainly, this targeting of lawmakers at a baseball practice that was designed to help the nation take a break from ugly partisan politics is truly beyond the pale. Political violence is never acceptable, period.If this isn t proof that we really need to turn down the temperature when it comes to the rhetoric and divisions in this nation posthaste, I don t know what is.This is a developing story. Stay tuned to Addicting Info for continued updates.Here is the live feed monitoring this tragedy, via CNN:Featured image via Alex Wong/Getty Images",News,"June 14, 2017",0
New York attorney general says will sue over Obamacare repeal,"(Reuters) - New York state Attorney General Eric Schneiderman intends to sue the federal government if Republican lawmakers pass proposed legislation to overhaul the U.S. healthcare system, his office said on Monday. Schneiderman’s office said it has identified “multiple constitutional defects” with the Republican healthcare bills. The U.S. Senate is considering legislation to repeal parts of the Affordable Care Act, Democratic former President Barack Obama’s signature legislative achievement, commonly known as Obamacare. However, eight to 10 Republican U.S. senators have serious concerns about the proposals, moderate Republican Senator Susan Collins, who opposes the bill, said on Sunday. Democratic state attorneys general have become a major source of opposition to Republican President Donald Trump’s policies, having successfully forced him to significantly scale back a ban on travel from six Muslim-majority countries. A group of Democrats led by Schneiderman and California Attorney General Xavier Becerra earlier this year sought to intervene in a pending lawsuit in order to defend subsidies paid to health insurers under Obamacare. The U.S. Court of Appeals for the District of Columbia Circuit has not yet ruled on that request.  Among the Republican proposals that raise constitutional issues are one that would defund the Planned Parenthood health group for a year, and another that would shift some Medicaid costs in New York from counties to the state, known as the Collins-Faso amendment, said Amy Spitalnick, a Schneiderman spokeswoman. Critics of the latter provision say it would drastically increase costs in the state budget for the Medicaid healthcare program for the poor and disabled. A Justice Department spokeswoman declined to comment on the lawsuit threat. A representative for Senate Republican leader Mitch McConnell could not immediately be reached for comment. ",politicsNews,"July 17, 2017 ",1
Russian military: Syria government troops control 85 percent of Syria - agencies,"MOSCOW (Reuters) - Syrian government forces have to date cleared 85 percent of the country s area from militants, Russian news agencies cited Alexander Lapin, the head of the Russian troops  headquarters in Syria, as saying on Tuesday. Islamic State fighters are still in control of around 27,000 square km of Syria s territory, he said. ",worldnews,"September 12, 2017 ",1
